Distance (km),Delayed,Vehicle Type_Lorry,Vehicle Type_Trailer,Vehicle Type_Truck,Weather Conditions_Fog,Weather Conditions_Rain,Weather Conditions_Storm,Traffic Conditions_Light,Traffic Conditions_Moderate
909,Yes,True,False,False,False,True,False,True,False
514,Yes,True,False,False,False,False,False,False,True
1121,Yes,False,True,False,False,False,True,True,False
1503,Yes,False,True,False,False,True,False,True,False
1188,Yes,False,True,False,False,True,False,False,True
1523,Yes,False,True,False,True,False,False,False,True
1999,Yes,False,False,False,False,False,False,False,False
816,No,False,False,False,False,False,False,True,False
296,Yes,True,False,False,False,True,False,False,True
1621,Yes,True,False,False,False,True,False,True,False
755,No,False,False,False,False,False,False,True,False
800,Yes,False,True,False,False,False,False,False,True
998,Yes,False,False,False,False,True,False,False,True
1976,No,False,False,False,False,False,False,True,False
1059,No,False,False,False,False,False,False,True,False
1103,Yes,False,True,False,False,False,False,False,False
907,Yes,False,False,False,False,False,False,False,False
1155,Yes,False,False,False,False,False,False,False,True
509,Yes,False,True,False,False,True,False,True,False
1683,Yes,False,True,False,False,False,False,False,True
1295,Yes,False,True,False,True,False,False,True,False
820,No,False,False,True,False,False,False,True,False
860,Yes,False,False,False,False,True,False,True,False
1888,No,True,False,False,False,False,False,True,False
250,Yes,False,False,True,True,False,False,True,False
472,Yes,False,False,False,False,True,False,False,True
672,No,False,False,False,False,False,False,True,False
1924,Yes,False,False,False,False,False,False,False,False
1143,Yes,True,False,False,False,True,False,True,False
1115,Yes,False,False,True,True,False,False,False,True
1945,Yes,False,False,False,True,False,False,False,True
385,Yes,False,True,False,False,False,False,False,True
253,No,False,False,True,False,False,False,True,False
1201,Yes,False,True,False,False,True,False,False,True
733,Yes,False,False,False,False,False,True,False,False
314,Yes,False,False,True,False,False,False,False,True
367,Yes,False,False,True,False,True,False,False,True
1517,Yes,False,True,False,False,True,False,True,False
1277,Yes,False,False,False,False,False,False,False,True
772,Yes,True,False,False,False,False,False,False,True
1571,Yes,False,False,True,False,True,False,False,True
1378,No,False,True,False,False,False,False,True,False
1517,No,False,False,False,False,False,False,True,False
1607,No,False,True,False,False,False,False,True,False
448,Yes,False,False,False,False,False,False,True,False
916,No,True,False,False,False,False,False,True,False
1735,Yes,True,False,False,False,False,False,False,True
1805,Yes,False,False,False,False,False,False,False,True
1656,Yes,False,False,False,False,False,False,False,True
1386,Yes,False,True,False,False,True,False,False,True
1332,Yes,False,True,False,True,False,False,True,False
1469,Yes,False,True,False,False,False,False,False,False
414,No,True,False,False,False,False,False,True,False
1663,Yes,False,False,True,False,False,False,False,False
1951,Yes,False,False,True,False,False,False,False,True
1937,Yes,False,True,False,False,False,False,False,True
914,Yes,False,False,True,False,False,False,False,False
993,Yes,False,False,True,False,False,False,False,True
770,Yes,False,True,False,False,False,False,False,False
1087,Yes,True,False,False,False,False,False,False,True
1049,Yes,False,False,True,False,False,False,False,True
1270,Yes,False,False,False,False,False,False,False,True
1305,Yes,False,True,False,False,False,False,False,False
1969,Yes,False,False,True,False,False,False,False,True
1556,Yes,False,True,False,False,False,False,False,False
973,Yes,True,False,False,False,False,True,True,False
530,Yes,False,False,False,False,False,False,True,False
1202,Yes,False,False,True,False,False,False,False,False
639,Yes,False,False,True,True,False,False,False,False
1681,No,False,False,True,False,False,False,True,False
1334,No,False,False,True,False,False,False,True,False
461,Yes,False,True,False,False,False,False,False,False
902,Yes,True,False,False,False,False,False,False,True
266,Yes,False,False,True,False,True,False,True,False
1936,Yes,False,True,False,False,True,False,True,False
667,Yes,True,False,False,False,False,False,False,True
244,Yes,False,True,False,False,True,False,True,False
645,No,False,True,False,False,False,False,True,False
1905,No,True,False,False,False,False,False,True,False
706,Yes,True,False,False,False,False,False,False,True
419,Yes,False,True,False,False,False,False,False,False
1883,Yes,False,False,False,True,False,False,False,True
620,Yes,False,False,False,False,False,False,True,False
336,Yes,False,False,False,False,False,False,False,True
405,Yes,True,False,False,True,False,False,False,True
617,Yes,False,False,False,False,True,False,False,False
1360,No,True,False,False,False,False,False,True,False
1678,Yes,False,True,False,True,False,False,True,False
572,Yes,False,False,False,False,False,False,False,True
1799,Yes,False,False,False,True,False,False,True,False
1748,Yes,False,False,True,False,False,False,False,False
1834,Yes,False,False,True,False,True,False,False,True
536,Yes,False,False,True,False,False,False,True,False
1267,Yes,False,False,False,False,False,False,True,False
324,Yes,False,False,False,True,False,False,False,True
632,Yes,True,False,False,False,False,True,True,False
739,Yes,False,True,False,False,False,False,False,True
1777,Yes,False,False,True,False,True,False,True,False
1217,Yes,False,False,False,False,False,False,False,True
696,No,True,False,False,False,False,False,True,False
821,Yes,False,False,False,True,False,False,True,False
1146,Yes,True,False,False,False,True,False,True,False
843,No,True,False,False,False,False,False,True,False
257,Yes,False,True,False,False,True,False,True,False
266,Yes,True,False,False,False,False,False,False,True
1860,Yes,True,False,False,False,False,False,False,True
1485,Yes,True,False,False,False,False,False,False,True
436,Yes,True,False,False,False,True,False,False,False
359,Yes,True,False,False,False,False,False,False,True
1172,Yes,False,False,True,True,False,False,False,False
1948,Yes,True,False,False,False,False,False,False,False
1252,Yes,False,False,True,False,False,False,True,False
584,Yes,False,False,False,False,False,False,True,False
579,Yes,False,False,False,False,False,False,False,False
960,Yes,False,False,False,False,True,False,False,True
1332,Yes,False,False,True,False,False,False,True,False
596,Yes,False,False,True,False,True,False,False,True
1954,Yes,False,False,False,False,True,False,True,False
776,Yes,False,False,False,False,True,False,True,False
1105,No,False,True,False,False,False,False,True,False
818,Yes,True,False,False,False,False,False,False,True
1295,Yes,False,False,False,False,True,False,True,False
1218,No,False,True,False,False,False,False,True,False
1480,Yes,True,False,False,False,False,False,True,False
289,Yes,True,False,False,False,False,False,False,True
847,Yes,False,False,True,False,False,False,False,True
1444,Yes,False,True,False,False,False,False,False,True
812,Yes,True,False,False,True,False,False,False,True
1986,Yes,False,True,False,False,False,False,False,True
590,Yes,False,True,False,False,False,False,False,True
606,No,False,False,False,False,False,False,True,False
1899,Yes,False,True,False,True,False,False,False,True
1668,Yes,True,False,False,False,False,False,True,False
1479,Yes,False,False,False,False,False,True,False,True
322,No,False,True,False,False,False,False,True,False
481,Yes,False,False,True,False,False,False,False,True
993,No,False,True,False,False,False,False,True,False
1045,Yes,True,False,False,False,False,False,False,True
433,No,False,True,False,False,False,False,True,False
399,Yes,False,False,True,False,False,False,False,False
1913,Yes,False,False,True,False,False,False,False,True
513,No,True,False,False,False,False,False,True,False
498,Yes,False,True,False,True,False,False,False,False
1489,Yes,False,True,False,False,False,False,False,True
1171,Yes,False,True,False,True,False,False,False,False
325,Yes,False,False,False,False,False,False,False,True
1091,Yes,True,False,False,False,False,False,False,False
842,No,False,False,False,False,False,False,True,False
1169,Yes,True,False,False,False,False,True,False,True
1317,Yes,False,False,True,False,False,False,False,False
1327,Yes,True,False,False,False,False,False,True,False
1516,Yes,False,False,True,False,False,False,True,False
567,No,False,False,True,False,False,False,True,False
874,Yes,False,False,False,False,False,False,False,False
468,Yes,False,False,False,True,False,False,True,False
1586,No,False,False,False,False,False,False,True,False
350,Yes,False,True,False,False,True,False,False,True
423,Yes,False,True,False,False,False,False,False,True
1142,No,True,False,False,False,False,False,True,False
1225,No,False,False,True,False,False,False,True,False
1812,No,False,False,True,False,False,False,True,False
620,No,False,False,True,False,False,False,True,False
221,Yes,True,False,False,True,False,False,True,False
1113,Yes,False,True,False,False,False,False,False,True
1141,Yes,False,False,False,False,True,False,False,True
396,Yes,False,False,False,False,True,False,True,False
1496,Yes,False,False,True,True,False,False,True,False
1277,No,False,False,False,False,False,False,True,False
759,Yes,False,False,True,False,False,False,False,False
1854,Yes,False,True,False,False,False,False,False,False
486,Yes,False,False,True,False,False,True,True,False
1315,Yes,True,False,False,False,True,False,True,False
1421,No,True,False,False,False,False,False,True,False
1173,Yes,False,False,False,False,True,False,False,False
1943,Yes,False,False,True,False,False,False,False,True
523,Yes,False,True,False,False,False,False,False,False
1657,No,False,True,False,False,False,False,True,False
354,Yes,True,False,False,False,False,False,False,True
1191,Yes,True,False,False,False,False,False,True,False
252,Yes,False,False,True,False,False,False,False,True
1283,Yes,False,False,True,False,True,False,False,False
840,Yes,False,True,False,False,True,False,False,False
578,Yes,False,True,False,False,False,False,False,True
1115,No,False,True,False,False,False,False,True,False
1724,No,False,True,False,False,False,False,True,False
893,Yes,False,False,True,False,False,True,True,False
1007,No,False,False,False,False,False,False,True,False
936,Yes,False,True,False,False,False,True,False,False
340,Yes,False,False,True,False,False,False,False,False
936,Yes,False,True,False,False,True,False,True,False
1344,Yes,False,False,False,False,False,False,False,True
1887,Yes,False,False,True,False,False,False,False,False
901,Yes,False,False,True,False,False,False,True,False
634,Yes,False,False,True,False,False,False,False,True
221,Yes,False,False,False,False,False,False,True,False
1074,Yes,False,False,True,False,True,False,False,True
657,Yes,True,False,False,False,False,False,False,False
997,Yes,True,False,False,True,False,False,True,False
1034,Yes,False,True,False,False,False,False,False,True
